Loan #,Loan Type,Asset,Balance,Rate,startDate,endDate,Asset Value
341,Car,AlfaRomeo,17920.4686,0.150981952,01/10/21,01/12/25,13795.73591
342,Car,Civic,22225.2943,0.184696112,01/10/21,01/02/26,19643.05356
343,Car,Lamborghini,16386.26302,0.166288516,01/10/21,01/11/26,13504.97158
344,Car,Civic,14482.40245,0.159590898,01/10/21,01/03/27,11415.31912
345,Car,AlfaRomeo,20415.13192,0.171515939,01/10/21,01/02/27,17094.29806
346,Car,Civic,19090.14079,0.145455024,01/10/21,01/11/26,14746.54964
347,Car,Civic,20810.39154,0.169411867,01/10/21,01/08/26,16781.88994
348,Car,Lamborghini,24318.48074,0.137244459,01/10/21,01/03/27,20088.30449
349,Car,Mercedes,24877.1298,0.153894854,01/10/21,01/08/26,20653.83817
350,Car,Civic,16864.21608,0.135294158,01/10/21,01/10/26,15006.49633
351,Car,Lamborghini,18983.80191,0.162230613,01/10/21,01/10/26,16285.53923
352,Car,Lamborghini,23285.66798,0.199922023,01/10/21,01/06/27,18860.2067
353,Car,AlfaRomeo,19688.27247,0.170978594,01/10/21,01/05/26,15895.81963
354,Car,AlfaRomeo,16749.75614,0.183718495,01/10/21,01/04/27,13970.14678
355,Car,Lamborghini,7628.527954,0.16848271,01/10/21,01/11/26,7555.500525
356,Car,Civic,18584.02575,0.1542938,01/10/21,01/11/26,14898.9793
357,Car,Civic,13858.52205,0.161408993,01/10/21,01/03/27,11417.15542
358,Car,Civic,18157.61968,0.154547833,01/10/21,01/01/26,14946.31106
359,Car,Mercedes,22241.73662,0.153830618,01/10/21,01/02/27,18884.01906
360,Car,Civic,20085.50547,0.163231499,01/10/21,01/01/27,17306.38106
361,Car,Civic,23112.42572,0.17933018,01/10/21,01/05/26,18922.60362
362,Car,Civic,21096.99533,0.14881404,01/10/21,01/01/27,17883.35679
363,Car,Civic,13902.31246,0.176207328,01/10/21,01/05/26,11473.0273
364,Car,Civic,12198.21349,0.156570783,01/10/21,01/11/26,9870.682601
365,Car,Mercedes,19924.2663,0.130254879,01/10/21,01/11/26,17866.11056
366,Car,Lamborghini,18798.46934,0.173517603,01/10/21,01/09/26,15305.21792
367,Car,Civic,18143.29425,0.18972171,01/10/21,01/07/27,14822.21041
368,Car,Civic,12728.95183,0.171376809,01/10/21,01/08/26,9410.186312
369,Car,Mercedes,20256.79893,0.190920517,01/10/21,01/04/26,15381.22088
370,Car,Mercedes,19555.09075,0.168022643,01/10/21,01/11/26,15167.06835
371,Car,Mercedes,15011.93812,0.172759513,01/10/21,01/07/27,11902.34762
372,Car,Civic,16617.94125,0.181338179,01/10/21,01/06/26,14367.63416
373,Car,Civic,15122.45555,0.163153707,01/10/21,01/11/26,11808.14501
374,Car,Mercedes,16119.42007,0.149696027,01/10/21,01/07/26,13961.76456
375,Car,Civic,7891.259644,0.143323626,01/10/21,01/09/27,7983.012303
376,Car,Civic,12090.61121,0.148386608,01/10/21,01/12/25,10016.40218
377,Car,Civic,23294.01963,0.177270137,01/10/21,01/11/26,19277.65492
378,Car,Civic,11639.25344,0.186565438,01/10/21,01/01/27,9921.792793
379,Car,Civic,14192.10121,0.174389555,01/10/21,01/11/26,12705.97882
380,Car,Mercedes,14635.58396,0.1646586,01/10/21,01/02/26,12749.05687
381,Car,AlfaRomeo,14934.99467,0.136075044,01/10/21,01/08/27,11274.22064
382,Car,AlfaRomeo,27753.48053,0.155122399,01/10/21,01/12/26,22093.82841
383,Car,Civic,14537.43321,0.18300217,01/10/21,01/08/27,12312.65111
384,Car,Civic,17923.51788,0.171208111,01/10/21,01/12/26,15014.19681
385,Car,Civic,16803.61848,0.165780208,01/10/21,01/09/27,15027.81911
386,Car,Civic,20122.468,0.166882883,01/10/21,01/12/25,17275.34548
387,Car,Lamborghini,25059.29484,0.159588343,01/10/21,01/03/27,20903.0352
388,Car,Lamborghini,20658.78377,0.199922023,01/10/21,01/08/26,17334.94981
389,Car,Civic,17860.1009,0.199922023,01/10/21,01/06/26,14191.12326
390,Car,AlfaRomeo,20344.65935,0.166217811,01/10/21,01/06/27,16615.51653
391,Car,Civic,12911.80221,0.148705604,01/10/21,01/03/27,10441.80305
392,Car,Civic,19956.39283,0.171467789,01/10/21,01/11/26,17559.24783
393,Car,Civic,19380.27478,0.178658337,01/10/21,01/04/27,15850.66829
394,Car,AlfaRomeo,20878.90974,0.199922023,01/10/21,01/07/26,16582.50587
395,Car,Lamborghini,25390.8183,0.171803379,01/10/21,01/12/25,20569.29565
396,Car,Civic,12254.94944,0.178689082,01/10/21,01/12/25,9000.017327
397,Car,Civic,19561.66133,0.150872659,01/10/21,01/05/27,17153.92791
398,Car,AlfaRomeo,18505.6905,0.164647532,01/10/21,01/07/26,16280.02681
399,Car,Mercedes,12826.84917,0.132744514,01/10/21,01/03/26,11580.8933
400,Car,Mercedes,21259.18148,0.154390015,01/10/21,01/07/27,17939.50163
401,Car,Lamborghini,18829.93679,0.130254879,01/10/21,01/09/26,13714.95569
402,Car,Civic,15834.10602,0.177011341,01/10/21,01/03/26,12565.34073
403,Car,Civic,16594.04178,0.140611522,01/10/21,01/03/26,13594.58842
404,Car,Civic,17988.70346,0.165015014,01/10/21,01/12/26,15544.63459
405,Car,AlfaRomeo,17918.71437,0.199922023,01/10/21,01/11/26,14434.91271
406,Car,Civic,12226.44985,0.181789603,01/10/21,01/11/26,10612.79004
407,Car,Lamborghini,23105.51063,0.146825551,01/10/21,01/09/26,19881.25714
408,Car,Civic,16341.74628,0.189289317,01/10/21,01/05/27,13249.08092
409,Car,AlfaRomeo,25350.43587,0.151242798,01/10/21,01/11/26,19775.80477
410,Car,Civic,17694.79268,0.178784695,01/10/21,01/09/27,15874.46196
411,Car,Lamborghini,12835.29301,0.145790099,01/10/21,01/01/26,9564.281451
412,Car,Civic,19464.64416,0.162392698,01/10/21,01/08/27,15806.63357
413,Car,AlfaRomeo,19497.35177,0.159966624,01/10/21,01/05/27,15408.77933
414,Car,Mercedes,30577.87547,0.168560654,01/10/21,01/03/26,24465.45347
415,Car,Lamborghini,8607.982071,0.142967882,01/10/21,01/05/27,7084.889776
416,Car,Lamborghini,29846.0827,0.176410142,01/10/21,01/08/27,24037.28741
417,Car,AlfaRomeo,19320.46544,0.151295076,01/10/21,01/05/26,16294.75637
418,Car,Civic,11240.25042,0.136875485,01/10/21,01/09/26,9337.898067
419,Car,Civic,20967.56079,0.199922023,01/10/21,01/04/27,16432.99956
420,Car,Civic,19007.80149,0.16066462,01/10/21,01/05/26,16193.96414
421,Car,Mercedes,18659.6328,0.161536524,01/10/21,01/04/27,15616.85491
422,Car,Lamborghini,16868.63197,0.178199104,01/10/21,01/09/26,15100.23159
423,Car,AlfaRomeo,23034.20308,0.161808742,01/10/21,01/07/26,18538.35136
424,Car,Civic,20981.69111,0.188497712,01/10/21,01/05/27,17191.90141
425,Car,AlfaRomeo,15010.56552,0.138116311,01/10/21,01/04/27,11715.27033
426,Car,Lamborghini,17942.03678,0.152692097,01/10/21,01/05/27,13605.0522
427,Car,Lamborghini,20047.64505,0.192847405,01/10/21,01/09/26,14934.54114
428,Car,Lamborghini,16025.49561,0.14512224,01/10/21,01/04/26,14906.30149
429,Car,Lamborghini,17915.4686,0.16948735,01/10/21,01/11/26,14254.0633
430,Car,AlfaRomeo,19611.49759,0.160996468,01/10/21,01/01/26,16355.57916
431,Car,Mercedes,22748.63491,0.15220913,01/10/21,01/07/26,18319.16686
432,Car,Lamborghini,11408.42277,0.143572263,01/10/21,01/04/26,10716.52282
433,Car,AlfaRomeo,19922.11323,0.173981061,01/10/21,01/10/26,14324.5126
434,Car,AlfaRomeo,18938.04903,0.186645093,01/10/21,01/02/27,14505.34498
435,Car,Civic,16297.8757,0.163498559,01/10/21,01/11/26,13515.57877
436,Car,AlfaRomeo,27115.72944,0.156454992,01/10/21,01/10/26,21303.74749
437,Car,Lamborghini,19411.26563,0.178694647,01/10/21,01/04/27,15201.91955
438,Car,Lamborghini,22109.35591,0.176498916,01/10/21,01/11/26,16624.61447
439,Car,Civic,24467.97951,0.170489534,01/10/21,01/01/27,19619.87792
440,Car,Lamborghini,27662.09921,0.157146019,01/10/21,01/11/26,22911.41635
441,Car,Lamborghini,28194.66888,0.133833398,01/10/21,01/11/26,24884.28035
442,Car,Civic,15519.56171,0.143908434,01/10/21,01/09/26,12274.24439
443,Car,AlfaRomeo,14655.76022,0.182212661,01/10/21,01/11/26,11432.54917
444,Car,Mercedes,24526.31565,0.161905812,01/10/21,01/05/26,19742.26402
445,Car,AlfaRomeo,20649.84217,0.199683558,01/10/21,01/12/26,17413.27704
446,Car,AlfaRomeo,23176.2914,0.188981183,01/10/21,01/09/27,18635.55203
447,Car,Civic,14803.00438,0.176646261,01/10/21,01/06/27,12872.47029
448,Car,Mercedes,14656.71299,0.136405446,01/10/21,01/10/26,10518.32441
449,Car,Lamborghini,24897.29178,0.180572849,01/10/21,01/02/27,20534.82739
450,Car,Lamborghini,14674.91892,0.142707316,01/10/21,01/11/26,12396.83389
451,Car,AlfaRomeo,21691.62802,0.155636298,01/10/21,01/10/26,17225.50526
452,Car,Civic,22329.56753,0.13651338,01/10/21,01/05/26,19156.18891
453,Car,AlfaRomeo,22650.64298,0.150027983,01/10/21,01/02/27,18682.46194
454,Car,Civic,17501.28441,0.164755199,01/10/21,01/11/26,13909.8914
455,Car,Lamborghini,13149.82835,0.168717972,01/10/21,01/03/26,10209.42185
456,Car,Civic,20281.19724,0.131216784,01/10/21,01/06/27,15572.31977
457,Car,Civic,14345.99571,0.169653966,01/10/21,01/05/26,11709.42123
458,Car,Civic,17368.17573,0.14080181,01/10/21,01/12/25,13609.44768
459,Car,Mercedes,21594.62341,0.196808083,01/10/21,01/07/26,18467.96982
460,Car,Mercedes,20178.38744,0.15933844,01/10/21,01/08/26,15672.99173
461,Car,Civic,19164.95513,0.199922023,01/10/21,01/02/26,14477.11451
462,Car,Civic,17312.44408,0.147335373,01/10/21,01/09/26,13344.89335
463,Car,AlfaRomeo,17403.79841,0.190845227,01/10/21,01/12/25,13531.4727
464,Car,Civic,27084.08124,0.162714226,01/10/21,01/05/26,21508.21754
465,Car,AlfaRomeo,25138.38752,0.168927101,01/10/21,01/07/26,19955.26275
466,Car,Civic,21566.47052,0.183263164,01/10/21,01/12/26,17486.07787
467,Car,AlfaRomeo,19201.18378,0.158215118,01/10/21,01/07/26,15313.37955
468,Car,Lamborghini,19290.22425,0.130254879,01/10/21,01/02/26,15124.58165
469,Car,Civic,19829.9068,0.141231633,01/10/21,01/06/27,15377.67514
470,Car,Civic,21309.31585,0.199922023,01/10/21,01/04/26,17527.19777
471,Car,Lamborghini,20048.28117,0.176598559,01/10/21,01/09/27,18006.79355
472,Car,Civic,12895.69665,0.176052517,01/10/21,01/09/27,10390.14487
473,Car,AlfaRomeo,23737.87727,0.199342668,01/10/21,01/12/26,19216.849
474,Car,Civic,21197.45756,0.159482365,01/10/21,01/07/26,17415.66046
475,Car,Civic,15759.59707,0.167181204,01/10/21,01/07/27,12399.91419
476,Car,Civic,7056.55149,0.174000266,01/10/21,01/04/27,5985.357062
477,Car,Lamborghini,23739.69732,0.174653974,01/10/21,01/02/27,19311.18457
478,Car,Lamborghini,19092.73874,0.163836415,01/10/21,01/09/27,15502.54892
479,Car,AlfaRomeo,16686.89364,0.14699467,01/10/21,01/08/27,13927.63533
480,Car,Civic,20724.51577,0.188810565,01/10/21,01/03/27,17033.19092
481,Car,Mercedes,21868.24947,0.155238737,01/10/21,01/12/25,17948.08769
482,Car,Civic,16637.76545,0.163255897,01/10/21,01/12/26,12812.97372
483,Car,AlfaRomeo,16428.22736,0.184620671,01/10/21,01/12/25,13452.10061
484,Car,Lamborghini,20545.20127,0.14528034,01/10/21,01/05/26,17716.8241
485,Car,Civic,16191.65678,0.157806013,01/10/21,01/01/27,15295.11427
486,Car,Lamborghini,22767.86649,0.199922023,01/10/21,01/10/26,18039.19914
487,Car,Mercedes,23670.94251,0.177364108,01/10/21,01/02/26,20613.49663
488,Car,Mercedes,23503.99399,0.14391739,01/10/21,01/02/26,17956.14624
489,Car,Mercedes,19055.15223,0.188045424,01/10/21,01/06/26,17013.16556
490,Car,Civic,20409.82046,0.17102427,01/10/21,01/03/26,16489.0474
491,Car,Mercedes,20654.45325,0.16528074,01/10/21,01/02/27,17130.81036
492,Car,Civic,26986.46754,0.163071357,01/10/21,01/10/26,24368.66561
493,Car,AlfaRomeo,19614.92764,0.161294102,01/10/21,01/06/27,16981.77372
494,Car,Civic,15231.46345,0.192168033,01/10/21,01/07/26,11817.05167
495,Car,Lamborghini,22216.31984,0.147884475,01/10/21,01/03/27,19160.84287
496,Car,Mercedes,18972.38179,0.15872629,01/10/21,01/10/26,15548.60564
497,Car,Civic,16331.46343,0.188689853,01/10/21,01/09/26,13329.70379
498,Car,AlfaRomeo,20185.88928,0.160989193,01/10/21,01/09/27,16710.21035
499,Car,Civic,20940.22352,0.145278873,01/10/21,01/09/26,17240.62094
500,Car,Civic,19727.34643,0.199922023,01/10/21,01/02/27,16575.41048
501,Car,AlfaRomeo,19684.74519,0.149937451,01/10/21,01/12/26,16040.77785
502,Car,AlfaRomeo,28204.25302,0.131497738,01/10/21,01/01/26,22828.16508
503,Car,Civic,21016.95674,0.191874756,01/10/21,01/12/26,17920.7324
504,Car,Lamborghini,22213.92677,0.174279985,01/10/21,01/08/27,17851.38332
505,Car,Civic,11212.48231,0.157967294,01/10/21,01/01/27,9445.702418
506,Car,AlfaRomeo,19982.89777,0.155998489,01/10/21,01/02/27,15549.46759
507,Car,AlfaRomeo,27498.71931,0.177872839,01/10/21,01/02/27,23755.59892
508,Car,Civic,24784.89897,0.172344611,01/10/21,01/12/26,19633.1489
509,Car,AlfaRomeo,18136.13456,0.196645718,01/10/21,01/06/27,16174.65381
510,Car,Lamborghini,16671.1682,0.199922023,01/10/21,01/08/26,12807.58771
511,Car,Mercedes,21855.83055,0.15735169,01/10/21,01/08/26,16978.38613
512,Car,AlfaRomeo,22558.16577,0.153573374,01/10/21,01/08/27,17443.47609
513,Car,Civic,19114.3518,0.133099794,01/10/21,01/01/27,14386.61379
514,Car,AlfaRomeo,12802.51809,0.197204378,01/10/21,01/06/27,10586.27321
515,Car,Mercedes,23549.42783,0.165273629,01/10/21,01/04/26,19659.01591
516,Car,Mercedes,20668.12914,0.188772078,01/10/21,01/08/26,18926.77598
517,Car,Lamborghini,17923.54064,0.149120011,01/10/21,01/12/26,15134.19652
518,Car,Mercedes,17213.71894,0.180984176,01/10/21,01/11/26,14656.07265
519,Car,Civic,15021.19285,0.135836562,01/10/21,01/05/26,13344.12258
520,Car,AlfaRomeo,15963.36811,0.169958814,01/10/21,01/06/27,14921.37858
521,Car,Mercedes,16489.82436,0.16092283,01/10/21,01/01/27,12980.31107
522,Car,Civic,18818.51018,0.149854273,01/10/21,01/09/26,14868.98981
523,Car,Mercedes,18364.55028,0.163452272,01/10/21,01/05/26,15619.71893
524,Car,Mercedes,19072.72766,0.199722754,01/10/21,01/06/26,14488.75809
525,Car,AlfaRomeo,22476.71517,0.181638181,01/10/21,01/06/26,17595.77012
526,Car,Civic,16919.30648,0.188967003,01/10/21,01/01/27,14151.15259
527,Car,Civic,21760.93873,0.164675359,01/10/21,01/12/26,18404.70303
528,Car,Mercedes,19114.24785,0.194060637,01/10/21,01/05/27,17415.66163
529,Car,AlfaRomeo,16964.82638,0.138042368,01/10/21,01/09/26,12625.75377
530,Car,Lamborghini,13091.36938,0.162654468,01/10/21,01/11/26,10787.80629
531,Car,Mercedes,15878.74273,0.130254879,01/10/21,01/06/26,12878.1811
532,Car,Civic,16652.09333,0.153132388,01/10/21,01/08/26,12592.26655
533,Car,Lamborghini,22185.83604,0.159173782,01/10/21,01/05/26,18033.65759
534,Car,Civic,23322.93721,0.199922023,01/10/21,01/11/26,18678.32833
535,Car,Civic,19662.91213,0.154063897,01/10/21,01/05/27,15019.42546
536,Car,AlfaRomeo,21013.27596,0.152906538,01/10/21,01/12/26,17767.57109
537,Car,Civic,28009.8039,0.177041522,01/10/21,01/09/27,22190.3041
538,Car,Civic,9182.014715,0.172713607,01/10/21,01/01/27,8317.271649
539,Car,Civic,26627.28291,0.150524014,01/10/21,01/08/26,21229.47615
540,Car,Lamborghini,9239.619428,0.1884821,01/10/21,01/07/26,9139.266794
541,Car,Lamborghini,7853.764168,0.158956462,01/10/21,01/05/26,5049.242781
542,Car,AlfaRomeo,11250.12246,0.150116651,01/10/21,01/06/26,8199.207091
543,Car,Lamborghini,10053.17233,0.158177202,01/10/21,01/11/26,8402.256181
544,Car,Civic,14824.91306,0.178319731,01/10/21,01/06/26,12494.52796
545,Car,Mercedes,18668.71251,0.130254879,01/10/21,01/07/26,15451.96393
546,Car,Mercedes,21646.32224,0.145342446,01/10/21,01/05/26,19691.59468
547,Car,Civic,21731.7917,0.130254879,01/10/21,01/10/26,17398.31334
548,Car,Civic,11715.7261,0.177756122,01/10/21,01/04/26,10516.00019
549,Car,Civic,12890.48694,0.173501407,01/10/21,01/11/26,10938.39322
550,Car,Civic,17132.37644,0.156102767,01/10/21,01/08/27,12886.18215
551,Car,Civic,15923.73532,0.16782139,01/10/21,01/07/26,13135.28377
552,Car,AlfaRomeo,15358.47302,0.162374407,01/10/21,01/09/26,14264.7127
553,Car,Civic,27657.29118,0.146495423,01/10/21,01/05/26,22805.25787
554,Car,Mercedes,22336.94518,0.166106662,01/10/21,01/05/27,17450.18397
555,Car,Lamborghini,16929.70764,0.169190695,01/10/21,01/09/26,13395.56715
556,Car,Mercedes,24360.667,0.171559981,01/10/21,01/11/26,21158.93229
557,Car,Mercedes,19649.78336,0.166703733,01/10/21,01/12/25,16124.39424
558,Car,AlfaRomeo,22561.00252,0.144075421,01/10/21,01/06/26,18380.14943
559,Car,Lamborghini,20516.99283,0.154563317,01/10/21,01/07/26,15559.78494
560,Car,AlfaRomeo,20916.87054,0.148829686,01/10/21,01/06/26,16551.44179
561,Car,AlfaRomeo,21729.36152,0.134747051,01/10/21,01/08/26,18101.67152
562,Car,Lamborghini,17228.65178,0.182522116,01/10/21,01/06/27,12883.93407
563,Car,Civic,17820.04796,0.172529818,01/10/21,01/11/26,14000.50803
564,Car,Mercedes,19147.56951,0.184268575,01/10/21,01/11/26,15615.80497
565,Car,AlfaRomeo,18642.40763,0.142269376,01/10/21,01/09/26,15017.26538
566,Car,Lamborghini,24082.63992,0.159168398,01/10/21,01/01/26,19534.83153
567,Car,Civic,18829.53541,0.186491917,01/10/21,01/06/27,16958.00346
568,Car,Mercedes,19438.42192,0.175634872,01/10/21,01/08/26,15978.25903
569,Car,AlfaRomeo,19939.49408,0.168982246,01/10/21,01/06/27,15900.85743
570,Car,Lamborghini,19929.69757,0.167279723,01/10/21,01/07/26,17193.31196
571,Car,Civic,21803.95109,0.181609087,01/10/21,01/05/26,19469.45264
572,Car,Civic,27391.59132,0.14503437,01/10/21,01/05/26,21575.72883
573,Car,AlfaRomeo,24294.86976,0.155027439,01/10/21,01/12/26,20322.46056
574,Car,Civic,22798.52195,0.142342571,01/10/21,01/05/27,18245.39346
575,Car,Mercedes,16490.64966,0.156416225,01/10/21,01/05/27,14066.93106
576,Car,Civic,14671.61386,0.171378045,01/10/21,01/06/27,11711.94811
577,Car,Mercedes,17921.13682,0.154759911,01/10/21,01/07/26,14517.33494
578,Car,AlfaRomeo,17938.39774,0.130254879,01/10/21,01/05/27,13367.49832
579,Car,Mercedes,18041.46718,0.188830755,01/10/21,01/09/26,14838.4347
580,Car,Lamborghini,22737.37285,0.159336732,01/10/21,01/08/26,18935.26949
581,Car,Lamborghini,12928.33056,0.180997515,01/10/21,01/08/26,10691.57313
582,Car,AlfaRomeo,23536.8587,0.137530176,01/10/21,01/10/26,18982.17865
583,Car,Mercedes,13644.32572,0.179494575,01/10/21,01/04/27,10072.50122
584,Car,Civic,15422.34148,0.162298829,01/10/21,01/05/27,11203.42589
585,Car,Mercedes,15840.84039,0.16323051,01/10/21,01/07/26,12449.73969
586,Car,Civic,22857.89902,0.1651887,01/10/21,01/01/27,19175.77719
587,Car,Mercedes,15267.19937,0.199922023,01/10/21,01/02/26,13907.94683
588,Car,Civic,13396.13049,0.159889204,01/10/21,01/11/26,9828.093983
589,Car,Lamborghini,13496.19234,0.170339726,01/10/21,01/05/26,10081.83149
590,Car,AlfaRomeo,28530.89173,0.199922023,01/10/21,01/06/27,23217.29158
591,Car,Civic,18918.40411,0.173373013,01/10/21,01/06/26,15549.5002
592,Car,Civic,18907.71234,0.138637821,01/10/21,01/10/26,16179.81691
593,Car,Lamborghini,11639.01474,0.166339839,01/10/21,01/12/25,8013.210524
594,Car,Lamborghini,16651.10594,0.145375938,01/10/21,01/02/27,15195.5916
595,Car,AlfaRomeo,24933.15114,0.130254879,01/10/21,01/04/26,21839.09502
596,Car,Lamborghini,15290.62327,0.184421315,01/10/21,01/02/27,12544.0335
597,Car,Civic,17596.31972,0.13419178,01/10/21,01/09/26,14574.35933
598,Car,Civic,14523.27634,0.173088292,01/10/21,01/10/26,11983.26845
599,Car,Civic,22737.13583,0.138442796,01/10/21,01/09/27,19661.73643
600,Car,Civic,19514.31239,0.183818601,01/10/21,01/12/26,15947.82234
601,Car,Civic,27628.5856,0.143386478,01/10/21,01/02/27,22419.85961
602,Car,Civic,21071.34144,0.142864685,01/10/21,01/09/26,18061.79498
603,Car,AlfaRomeo,20752.78599,0.158475232,01/10/21,01/08/26,16104.98726
604,Car,Mercedes,15559.17925,0.142024087,01/10/21,01/08/26,13331.23046
605,Car,Civic,22761.96931,0.144286399,01/10/21,01/01/27,17561.15513
606,Car,Mercedes,13005.52088,0.131761895,01/10/21,01/03/27,10609.80737
607,Car,Civic,12489.73516,0.179961529,01/10/21,01/11/26,9905.671851
608,Car,Mercedes,16069.64542,0.199922023,01/10/21,01/08/26,11769.85805
609,Car,Mercedes,25921.05875,0.152664174,01/10/21,01/06/26,21395.77713
610,Car,Lamborghini,17305.07506,0.175657418,01/10/21,01/07/26,15073.08786
611,Car,Civic,23565.75918,0.152560895,01/10/21,01/12/25,20487.58534
612,Car,Mercedes,24333.99736,0.155436407,01/10/21,01/07/26,20369.49428
613,Car,Mercedes,14250.89425,0.17234707,01/10/21,01/02/26,13295.44857
614,Car,Mercedes,21380.30583,0.156119028,01/10/21,01/10/26,17567.1426
615,Car,Civic,18670.35583,0.168519313,01/10/21,01/02/27,15004.94319
616,Car,Civic,26454.54763,0.169644202,01/10/21,01/08/26,22418.62402
617,Car,Civic,19711.14192,0.167081507,01/10/21,01/07/26,16403.88185
618,Car,AlfaRomeo,13784.208,0.131990474,01/10/21,01/08/27,11120.65289
619,Car,Lamborghini,19971.74811,0.156083477,01/10/21,01/06/26,15468.36606
620,Car,Civic,20125.35373,0.15380286,01/10/21,01/04/26,17142.18669
621,Car,AlfaRomeo,16431.32614,0.143803176,01/10/21,01/02/27,15054.57387
622,Car,Civic,8559.989448,0.162655724,01/10/21,01/05/26,7538.414488
623,Car,Civic,18782.69821,0.178959167,01/10/21,01/09/27,15276.88912
624,Car,Lamborghini,13088.57867,0.167427576,01/10/21,01/12/26,10453.30767
625,Car,Civic,19145.28809,0.170677976,01/10/21,01/11/26,15161.78839
626,Car,AlfaRomeo,26964.90621,0.172160816,01/10/21,01/07/26,21755.17272
627,Car,Lamborghini,21403.49334,0.130254879,01/10/21,01/03/26,18531.24392
628,Car,Mercedes,19012.15123,0.167447175,01/10/21,01/09/26,15130.53828
629,Car,AlfaRomeo,16256.53452,0.192819388,01/10/21,01/07/26,13916.43546
630,Car,Civic,20993.26535,0.14797631,01/10/21,01/07/27,17178.549
631,Car,AlfaRomeo,11933.54996,0.192896985,01/10/21,01/05/26,10444.01152
632,Car,AlfaRomeo,18227.51356,0.172480825,01/10/21,01/09/27,14146.1906
633,Car,Lamborghini,26549.53865,0.170652343,01/10/21,01/03/26,22619.50078
634,Car,Lamborghini,15913.95895,0.141386557,01/10/21,01/08/26,12424.717
635,Car,Civic,21226.43315,0.164339523,01/10/21,01/03/27,18563.42381
636,Car,Civic,12463.91331,0.18098366,01/10/21,01/03/27,10439.75643
637,Car,Civic,11739.90578,0.167281462,01/10/21,01/02/27,9402.811415
638,Car,Civic,18452.27686,0.147772142,01/10/21,01/03/27,16500.29761
639,Car,AlfaRomeo,13550.53147,0.130254879,01/10/21,01/04/26,11758.78603
640,Car,Lamborghini,20191.33296,0.16458037,01/10/21,01/06/27,16559.09657
641,Car,AlfaRomeo,16481.21158,0.178133023,01/10/21,01/09/26,13692.4564
642,Car,Mercedes,10704.39564,0.170223967,01/10/21,01/04/27,9238.971597
643,Car,Mercedes,14939.28578,0.142999202,01/10/21,01/02/27,11892.99642
644,Car,Lamborghini,10209.50516,0.16280883,01/10/21,01/05/27,8771.346065
645,Car,Civic,31843.79539,0.144188713,01/10/21,01/06/26,27360.53455
646,Car,AlfaRomeo,17830.47399,0.187774721,01/10/21,01/09/27,14916.49844
647,Car,Civic,18439.81656,0.187251044,01/10/21,01/06/26,14134.79765
648,Car,Mercedes,13635.14731,0.170472519,01/10/21,01/09/27,11378.63681
649,Car,Mercedes,21098.09598,0.164025107,01/10/21,01/05/26,18197.36811
650,Car,AlfaRomeo,15099.85157,0.165606032,01/10/21,01/02/27,11795.73651
651,Car,Civic,11657.21675,0.176695109,01/10/21,01/02/27,8662.208313
652,Car,Civic,16712.02504,0.191023529,01/10/21,01/11/26,14225.28826
653,Car,Lamborghini,21985.11922,0.130254879,01/10/21,01/12/26,16939.18297
654,Car,Mercedes,16635.25533,0.167343822,01/10/21,01/08/26,13535.14075
655,Car,Mercedes,32849.63349,0.161753894,01/10/21,01/04/26,25236.78058
656,Car,AlfaRomeo,19950.29044,0.161034434,01/10/21,01/01/27,17556.91356
657,Car,Lamborghini,15548.61127,0.138139101,01/10/21,01/03/27,13538.0675
658,Car,Civic,12185.19117,0.171617791,01/10/21,01/10/26,9501.981879
659,Car,AlfaRomeo,24008.7414,0.14752863,01/10/21,01/12/25,19421.3559
660,Car,AlfaRomeo,17019.82541,0.175030459,01/10/21,01/12/26,13229.63167
661,Car,Civic,15289.7484,0.176008677,01/10/21,01/04/26,11197.28595
662,Car,AlfaRomeo,17303.98322,0.177556682,01/10/21,01/10/26,13125.99931
663,Car,Civic,30862.23439,0.16038016,01/10/21,01/03/27,25477.90246
664,Car,Civic,15807.28165,0.169276242,01/10/21,01/09/27,11665.45166
665,Car,Civic,21530.60536,0.146369125,01/10/21,01/02/26,18263.53455
666,Car,Civic,29938.98941,0.161580693,01/10/21,01/07/26,24498.43859
667,Car,Civic,23729.91891,0.15185986,01/10/21,01/12/25,20003.50926
668,Car,Mercedes,16891.36026,0.148652508,01/10/21,01/10/26,12965.19729
669,Car,Civic,10939.03241,0.183173532,01/10/21,01/10/26,10089.58139
670,Car,Civic,20680.1093,0.152491003,01/10/21,01/05/26,17671.47564
671,Car,Civic,20208.15439,0.167474149,01/10/21,01/01/27,17291.08192
672,Car,Lamborghini,18491.50177,0.136562795,01/10/21,01/08/27,14987.36606
673,Car,Civic,20838.85805,0.179530029,01/10/21,01/09/27,15812.78008
674,Car,AlfaRomeo,16486.02037,0.155641985,01/10/21,01/07/26,14714.33575
675,Car,AlfaRomeo,24747.57,0.170958111,01/10/21,01/04/27,19353.536
676,Car,Civic,19413.56656,0.199922023,01/10/21,01/08/27,15421.71124
677,Car,Civic,11270.16554,0.160827966,01/10/21,01/09/27,10103.04803
678,Car,Mercedes,21169.49837,0.154251893,01/10/21,01/12/25,18849.46238
679,Car,Lamborghini,17321.4011,0.151636291,01/10/21,01/02/26,15281.72972
680,Car,Lamborghini,15716.85528,0.144492022,01/10/21,01/05/26,13576.84018
